date,MRNA,OCGN,TNXP,BNTX,ARCT,BCYC,VTVT,OGEN,PFE,TBIO,BIO,IBIO,ACRX,SNY,TXG,REGN,PTCT,NVAX,TRVN,WST,ATRS,ONCT,NVLN,ARQL,OHGI,AMPE,SAVA,CRMD,HSTO,LTHM,ASND,VIVE,EVOK,SLS,ADXS,GHSI,AVGR,SINT,TSLA,LEU,NXE,QMCO,VMW,EBAY,BYND,CCJ,ZBRA,TDY,DELL,FB,MSFT,AMZN,AMD,GOOG,URG,TEAM,FSLY,EB,SPOT,MELI,CE,AAPL,TTD,DNN,PINS,UUUU,WORK,FIVE,NVTA,CLDR,NFLX,NIO,SHOP,MDB,DOCU,ZM,URNM,LIT,QMOM,VEA,ARKF,VTI,XSW,IGM,XLK,URA,QQQ,PTH,TLT,ARKW,ARKG,ARKK,SGBX,GLBS,RACE,UPWK,HIMX,SQ,TXN,TMUS
2021-03-16,0.057404269739071534,-0.043979057591623016,-0.15333333333333332,0.01350084380273775,0.007788161993769416,-0.01133947554925585,0.003472222222222321,-0.03809523809523818,0.0011176306230791244,-0.026459143968871612,-0.009886307464162192,0.011494252873563315,-0.021052631578947323,0.005700325732899136,-0.00834361595863442,-0.02790266325275692,0.034977578475336335,-0.014326266300008994,0.019512195121951237,-0.0015295531519718963,-0.006864988558352492,-0.07015590200445443,,,0.0,-0.01098901098901095,-0.16570697376839416,-0.03738317757009357,0.021897810218977964,-0.03964059196617331,0.02083333333333326,-0.06400000000000006,0.0126050420168069,-0.1101622544833476,-0.03658676453721765,-0.003676470588235392,-0.06976744186046502,-0.03349282296650713,-0.03552243484703832,0.01566170712607673,-0.03883495145631066,-0.07619047619047603,-0.013346680013346712,-0.026779661016949174,-0.00014368848336809847,-0.030082987551867335,0.0013100067613251998,-0.003233526835726641,-0.024101665205959688,-0.01665434315693115,0.0028265271684104754,-0.013990362690665337,0.0014522570494979181,0.0006886393633911414,-0.015384615384615441,0.008076923076923093,-0.015008633284632866,0.026119402985074647,0.004729133580377631,0.008370078432902828,-0.01944728761514858,0.006492465533824765,-0.003357053051807557,-0.008474576271186418,-0.015476984656437542,-0.012605042016806678,0.0027040314650934594,-0.013009540329574909,-0.028271028037383017,-0.0070367474589523304,-0.0007817862863246372,-0.024128686327077764,-0.022237997895943273,0.008349410164774307,-0.010124683603637386,-0.004663597207782533,0.002880460873739832,-0.016868653783164156,-0.010799299368675741,-0.0051948051948051965,-0.008480692890653119,-0.00378352490421463,-0.0046880942918071655,-0.0026581896906087144,0.0008227374719522729,-0.007870142646335343,-0.004100652376514469,-0.01858380639378543,0.007539359893562025,-0.011763969714035372,-0.0074201527045918425,-0.01129766201161142,-0.04946996466431097,-0.015686274509803977,-0.004657284600587119,-0.009617352158788561,-0.005974607916355512,-0.012618168539781704,-0.012322274881516604,0.0037706205813039517
2021-03-15,-0.07922061274195624,0.0843373493975903,0.03149606299212593,-0.0020351526364477124,0.008307573415765157,0.02043010752688179,-0.04152249134948105,0.02970297029702973,-0.011722020653084031,0.008792965627497873,0.015530276014549482,0.03409090909090917,0.17204301075268824,-0.013967611336032304,0.0043254132843513204,0.0036709044527862833,0.006412478336221827,-0.021464248751293602,0.009569377990430672,0.006747638326585648,0.00691244239631339,0.03233532934131733,,,-0.15254237288135586,0.005555555555555536,0.010544478527607426,0.0,0.028571428571428692,0.028618602091359246,0.0,-0.008547008547008517,0.0,0.06046065259117084,0.09452380952380945,-0.02583025830258301,0.0625,0.07425742574257432,0.045887010991608745,0.017733230531996824,-0.04292929292929293,0.03894616265750295,0.010686506594521639,0.004353883664228508,0.06423798232377687,-0.004278074866310044,0.008883730744883023,0.019540729009680957,0.002469690166142735,-0.019800916642795707,-0.012199739177989999,-0.0032925164787539485,-0.0030211480362537513,-0.012439546575421123,0.015625,0.0030946627665437987,0.032362459546925626,0.04282828282828288,0.0027046963363657195,0.019884036659378657,0.015379262352122502,-0.012582623238034496,-0.013863600894761463,0.11111111111111116,-0.0135519718118986,0.018439716312056653,-0.0034322137778867168,0.022950480719528654,0.03245972589564783,0.02755905511811041,-0.007213327481251031,0.028617216117216016,0.013847459258027994,0.014020010663990279,0.0421441424377309,0.044526680195774215,-0.040529759055369374,0.009828419123771415,0.023646951774340286,-0.0016067483430407536,0.00436760691537752,0.004038267390990891,0.014643317180887072,-0.005165686651645851,-0.007473283013227694,-0.018344075359444822,-0.005458855823819331,0.018387725280077927,0.004034920402024911,0.017792692965237666,0.016901408450704203,0.022694810347563932,0.06505576208178443,0.0239043824701195,-0.005035093072932595,0.009504132231404894,0.03155522163786628,0.032338921761998485,-0.01258891272439877,-0.016825794334011657
2021-03-12,-0.04642906863427532,0.010101010101010166,-0.03053435114503822,-0.04263997033741185,-0.05192565625598777,-0.020723568668774117,-0.025270758122743597,0.009615384615384581,-0.013273086698672665,-0.025356576862123448,-0.016802739004477152,0.005494505494505475,0.01834862385321112,-0.014370765756518189,-0.055929203539823,-0.02578832086622307,0.00654382641639395,-0.0675526533615377,0.02369668246445511,-0.006883559162379482,0.0389016018306636,-0.12180974477958229,,,-0.14459999999999995,0.027624309392265234,0.013849364446973933,0.004314994606256839,-0.06249999999999989,0.03638309256286787,0.015306122448979664,0.014367816091954033,0.016597510373443924,-0.07149321266968334,-0.05536219273439191,0.07575757575757569,0.00588235294117645,0.032258064516129226,-0.02007232251320734,-0.05340909090909096,-0.0395778364116095,-0.0011025358324144863,-0.00849896272502182,-0.03242587133691699,-0.03821484032138289,-0.07411385606874343,-0.011001652339419743,-0.010272084982712704,-0.005375139977603638,-0.019543378995433902,0.004003236659426701,0.002534331922847244,-0.017575757575757578,-0.0022114793683974954,-0.10000000000000009,-0.03110472487532756,-0.01828631138975978,-0.0523053080201471,-0.01951236600574513,-0.019711380365770248,0.014323898293468584,-0.023872892975239868,-0.009284414316988898,-0.1230769230769232,-0.014287676878692257,-0.1754874651810585,0.002952029520295385,-0.035876705406771014,-0.0055891942244992165,-0.022222222222222254,-0.0042864007688611094,0.012686401068328523,-0.015849870578084513,-0.010021651716671798,-0.044256633951290425,-0.01031428571428572,-0.052053883252952016,0.004783899703068251,-0.018122859977173222,-0.0024140012070005268,-0.016669686537416073,-0.006942781900885708,-0.0074798706060370534,-0.010329779594542399,-0.01054137489646867,-0.043939393939393945,-0.010569896182918814,-0.015006576587348941,-0.0058453894490720915,-0.02028119945253215,-0.021947581504368263,-0.017070142768466745,0.015706806282722585,0.0,0.00092010427848499,0.009414654113794496,-0.09249817916970138,-0.036301397126139334,-0.007661082842604805,0.011860224468677849
2021-03-11,0.025403314110518993,-0.040000000000000036,-0.055118110236220486,-0.006584043377227067,0.02809215844785773,-0.031563845050215145,-0.0185185185185186,0.028571428571428692,-0.006582713222667347,-0.021138211382113914,0.015929140326440105,-0.02732240437158473,-0.027027027027027084,-0.0035409289731305194,0.028808898887638934,-0.0031816060747464903,-0.020872540633019798,-0.07466587759530507,-0.02314814814814825,-0.00448708594776015,-0.028634361233480177,-0.15852047556142668,,,0.19008650923544534,-0.05376344086021512,0.015905688622754433,0.021482277121374738,0.051851851851851816,-0.010325245224574009,0.005025125628140614,0.008498583569405138,0.26530612244897944,-0.040935672514619825,-0.05446171560161195,0.01760563380281699,0.029239766081871288,-0.008928571428571397,0.008461505196546204,-0.0036014405762304635,-0.03571428571428581,-0.012141280353201056,-0.004184665226781847,0.007885304659498216,0.002527202527202732,-0.04234338747099753,0.01670720101512102,-0.010581206966383205,-0.0022517451024542945,0.020417287630402514,0.005853658536585371,0.007800640235119838,0.002220851326341755,0.02563145029875069,-0.02564102564102566,0.02852656372677309,0.0037253858435337683,0.004905968928863302,0.025259923541391283,0.013308389510692464,-0.006756756756756799,0.007684045278030238,0.007028566864566876,-0.08771929824561397,0.0018118466898953134,-0.03209459459459452,0.008094186902133815,0.004664570230607845,0.005152224824355844,0.009404388714733702,0.009729354078993113,0.011648351648351651,0.0014115006619148662,0.02249578204086733,0.07074260720737846,0.025347152054043143,-0.022982456140350882,0.019701198489574745,0.01647655259822578,-0.002419842710223885,0.012529942878201528,-0.00197685631629696,0.004778292118406524,0.00923476222371078,0.00722928239859999,-0.02852614896988903,0.008178532936029992,0.011532625189681456,0.021681611053946614,0.01219202438404876,0.015250544662309462,0.015787811809283125,-0.054982817869415834,-0.0019455252918287869,0.00515806138603736,-0.0028386050283860653,-0.015248796147672605,-0.001610838048820895,0.007950682721668434,-0.008889238514789288
2021-03-10,-0.07631522745070118,-0.1552083333333334,-0.050000000000000044,-0.04463937621832359,-0.053076469431885154,0.012962962962963065,-0.06037735849056591,-0.01851851851851849,0.006338231057332111,-0.03696013289036537,-0.017015292670064963,-0.0674157303370787,-0.10648148148148162,0.00229933110367897,-0.07926866306262514,-0.004276959741254527,-0.011881880132797451,-0.0806374247188616,-0.08530805687203791,-0.018908717798380215,-0.049886621315192725,-0.0941915227629514,,,-0.15127701375245572,-0.09659090909090906,-0.04954871983790754,-0.13459516298633012,-0.13380281690140838,-0.05164319248826299,-0.040066666666666584,-0.10674157303370779,-0.06451612903225812,-0.08841463414634143,-0.025815879201169012,-0.13148788927335653,-0.08522727272727271,0.022522522522522515,-0.04508290451686692,-0.032128514056224744,-0.07977207977207967,-0.031284916201117285,-0.011522299037549089,-0.016002844950213313,-0.029409705202716796,-0.024833434282253153,-0.021300052002080072,-0.0017141687560764396,-0.010607086436470348,-0.03278808237184172,-0.01986252266689159,-0.017969610642377565,-0.045672780992244366,-0.02824893487235003,-0.07894736842105254,-0.04287531806615785,-0.08549840933191943,-0.06956875508543525,-0.058440200724839686,-0.08607825411578962,0.003809523809523929,-0.016234831092161284,-0.04479841374752147,-0.05230769230769228,-0.04048414023372282,-0.08551483420593375,-0.00948905109489051,-0.04335124419635872,-0.0992544268406339,0.14363354037267073,-0.03540702787443106,-0.10232457093200087,-0.04757318952234202,-0.10025667664853632,-0.055723292780392564,-0.05388968662893834,-0.04013287843418922,-0.05538560618257926,-0.061097256857855387,-0.0072771376591873604,-0.05950864422202007,-0.012899173873133996,-0.03294345146986166,-0.02565889350688133,-0.02092777274100943,-0.034801522566612286,-0.02251289146019375,-0.04650465046504648,0.007265664340694977,-0.05520702634880814,-0.053111587982832664,-0.05820640348150452,-0.07454545454545458,-0.009746588693957059,-0.02535311452088196,-0.06303375355835705,-0.030154849225753844,-0.062013900380605724,-0.031609031151757616,0.011270735772680451
2021-03-09,0.008631984585741881,0.08261405672009858,0.00877192982456143,-0.01571107937155669,0.004567157982146464,-0.07056672760511884,-0.008032128514056214,0.17924528301886777,-0.013741769252791247,0.027166882276843385,0.004863917599513767,-0.02409638554216853,0.015544041450777257,-0.016266944734098066,-0.0063992611162422275,0.005727107596965597,0.04615384615384621,-0.015072463768115885,0.06217616580310881,-0.0011578829417696612,-0.004773269689737569,-0.029462738301559765,,,-0.12268518518518512,0.0062893081761006275,0.008720930232558155,-0.06561360874848121,0.016260162601626105,-0.06600660066006592,0.007500520869504701,-0.003144654088050425,-0.010344827586206806,-0.042363433667781614,0.050124999999999975,0.04382470119521931,-0.0434782608695653,0.26431718061674014,0.00826273089243501,-0.019087136929460624,0.01238390092879249,0.026528258362168433,-0.010010970927043394,0.014998192988796566,0.006998052088593942,-0.021739130434782705,-0.004590763214384341,-0.0161459801635101,-0.01357208029197099,0.0031710079275200087,0.00585147577661127,0.0017039285200350918,0.013028895768833815,-0.0011338033994638952,0.028571428571428692,0.03261110372635034,0.0001449485432671871,-0.0013117621337997987,0.01254672637773413,0.011451897155833501,-0.0149091894822444,0.009209868311385039,-0.0045529400368109485,0.04504870129870131,-0.02160359576627513,-0.020992366412213803,-0.0002456398919183922,-0.0035990838695604266,0.004655975168132542,-0.016293279022403295,0.0037658064771870503,0.0007260406582769718,0.03937861935839693,0.059330956019697734,0.00258616636102893,0.018093622593220893,0.016555981666822595,-0.007499573887847388,-0.0058812369569342104,-0.004276114844227297,0.0050309597523219285,-0.007096711041503445,-0.005954992791324498,0.0031502767134949927,0.0040126552974766305,0.0011267605633802358,0.0028628409675759414,-0.003587161736941402,-0.001999714326524793,0.0036520584329349237,-0.0029461756373938552,0.0046208433039029995,-0.01964636542239684,-0.04527559055118113,0.006255538758275447,-0.00954861111111105,0.008403361344537785,-0.00723327305605781,0.0055483414000709885,-0.008633545247625718
2021-03-08,-0.056544662642316834,-0.01708428246013649,-0.11304347826086947,-0.06415837479270314,-0.11221326720396774,-0.10110149488591658,-0.04858299595141702,-0.32420000000000004,-0.002902757619738794,-0.08690176322418142,-0.013933871943623943,-0.1049382716049384,-0.09693877551020402,-0.012295950816196721,-0.06320961423544258,-0.01580859698701742,-0.012677484787018245,-0.07080635668040025,0.0,-0.022698377084735544,-0.0383693045563549,-0.03571428571428559,,,-0.20844327176781008,-0.08125000000000004,-0.1350624399615753,-0.10923276983094943,-0.08000000000000007,-0.051825677267373305,-0.02626318329082511,-0.08201892744479489,-0.03135888501742168,0.057043073341094264,-0.2041423640042852,-0.057251908396946494,-0.07142857142857151,-0.3693379790940766,-0.16416758217286742,-0.035532994923857864,-0.04587155963302747,-0.04831460674157295,-0.0051946252943620985,-0.04771230194053766,-0.030663418827912348,-0.02031746031746029,-0.01646204761396397,0.01625465628174738,-0.015955601803676722,-0.03924888989237607,-0.027333390367011767,-0.03620810682860742,-0.058194320641793085,-0.013898767476981377,-0.03703703703703709,-0.0413216048058358,-0.10072463768115947,-0.060858143607705806,-0.055742378828861794,-0.056797129496353405,0.032608695652173836,-0.0390221745055126,-0.05613635099816494,-0.05718446601941751,-0.07394783639596925,-0.04483430799220267,-0.016461916461916526,0.02030429071803863,-0.10504634397528334,-0.03657694962042779,-0.025886580838796358,-0.14848851269649332,-0.051567999716999435,-0.07973198255963065,-0.09558202795234971,-0.09114027651924816,-0.035701140964298994,-0.04585265327150945,-0.09274809160305342,-0.012678936605316937,-0.0714285714285714,-0.01528072164440275,-0.04325892294110234,-0.034374469529791174,-0.032895242487126386,-0.02025886325267301,-0.037944638675946996,-0.06966462451841093,-0.013668241019035299,-0.0846179292093946,-0.07103079895442665,-0.09437371663244354,-0.07214428857715438,-0.0886597938144329,-0.023364243899911874,-0.0760297984224364,-0.11583333333333334,-0.10315873650539786,-0.048426860765437896,0.005937772147890152
2021-03-05,0.07062444318457928,0.012746234067207318,0.0,0.06545575368257839,0.005353817504655467,0.0468271334792123,0.038297872340425476,-0.029298609055933733,0.001164483260553073,0.022068965517241468,0.024922849253758095,-0.020689655172413834,-0.016949152542372947,0.0,0.1027004039974484,-0.003497484833437703,0.02961821605889403,0.10749350731614626,0.019512195121951237,0.004017600918308606,0.034912718204488824,0.0018518518518517713,,,-0.07333333333333336,0.006802721088435382,-0.03576188360728583,0.07591240875912408,-0.03478260869565197,0.03726708074534146,0.03999716834206435,0.013745704467353903,-0.03956834532374098,-0.13105726872246704,0.017200119653006274,0.0323886639676112,0.027972027972027913,0.03867403314917128,0.06207815275310846,0.030701754385964897,0.09935897435897445,0.0059031877213693296,0.0018102067813130507,0.0050476724621424385,0.022172949002217335,0.023979261179520428,0.038012330670371686,-0.007638479481198668,0.0028198801550933794,0.03513375895969584,0.01851444654558243,0.016433205169464227,0.06165494862087617,0.04168128171052832,-0.03846153846153855,0.0214394414107959,0.04496373892022576,0.06013986013986017,0.06445244454767174,0.07352833798209613,-0.014923384410392981,0.0434857339291852,-0.03648334167967726,0.029760065904644195,0.09041446631461025,0.07551020408163245,0.01049213090182377,-0.01646730676393282,-0.017836593785960808,0.05014326647564471,0.04674355907810179,0.08236296506674234,0.05462361179750652,0.0735760320501655,0.05947936112839658,0.08522818640851648,0.020038167938931428,0.061915046796256146,0.0534286916281026,0.004971002485501197,0.05660377358490565,0.004905641487710888,0.017738597416293356,0.0278646977820749,0.024795358817452096,0.02642159678345779,0.029139161165566474,0.03360488798370653,0.007835739679314946,0.055724197745012916,0.04159530217763652,0.06176310538726626,0.002159827213822796,0.011312217194570096,0.002015701251856461,0.049324164097699796,0.07728557964184724,0.07217516223312037,0.035963234840540315,-0.018731308043444028
2021-03-04,0.0008321355624480997,0.026315789473684292,-0.050980392156862786,-0.010914760914760846,0.05441074322759909,-0.06354515050167242,-0.07377049180327877,-0.029756097560975636,-0.0055248618784530246,-0.04228520017993709,-0.010424003380757774,0.007042253521126751,-0.02298850574712641,-0.01481004507405037,-0.05257745211466769,-0.02640986199276385,-0.03774526105753251,-0.09574468085106391,-0.004784688995215225,-0.01947408536585349,-0.021686746987952032,-0.0406654343807763,,,-0.010791366906474753,0.05405405405405417,0.0246486984565768,-0.037991858887381325,0.054054054054053946,0.019760479041916357,-0.023551834456470022,0.023728813559321882,0.011235955056179803,0.013941698352344822,0.03705337450374935,0.007843137254901933,-0.054421768707483054,-0.10638297872340419,0.03928422108871987,-0.053617021276595844,0.014577259475218707,-0.014084507042253391,-0.033497810827715524,-0.007812499999999889,-0.013593637020969052,0.02974683544303791,0.0031161769319252297,-0.05034224460803294,-0.02987697715289983,-0.025124867564704,-0.021027633851468108,-0.007628830246028895,-0.009806418746816092,-0.02819486469310506,0.030000000000000027,-0.012137943122562556,0.010024676125848009,0.006156552330694787,0.03647538002763828,-0.007889868320818283,-0.0410523468145545,-0.01062427936089616,-0.021416451381139456,0.030000000000000027,0.010272967420017709,0.018975332068311257,-0.012360939431396822,-0.0009271378708551881,0.05477445811364956,0.02046384720327432,-0.009876256317899235,0.03070060351613746,0.016295169803980603,0.06528863938735108,0.030884440311291783,0.016773849390984807,0.012722170252572385,-0.028474576271186436,0.0005990415335463961,-0.00803792250618307,0.008045525902668604,-0.017733499377335038,-0.007585584733759809,-0.01813035441201416,-0.01853431562621155,-0.010072747621712397,-0.014837372035765184,-0.013070607553366198,-0.0019437045569073996,0.009789826795372214,-0.00011745360582571251,0.0116169812932434,0.0625,0.024608501118568382,-0.005929062996294365,-0.015141242937853128,0.014873140857392775,0.009101829606357414,-0.027926640466833352,-0.04868463265960865
2021-03-03,-0.008163265306122547,0.16610925306577484,0.16735537190082628,0.02207041513399899,0.11089152393500235,0.0714285714285714,0.07964601769911517,0.1558572146807442,0.005555555555555536,0.007515265382808778,0.00866548042704629,0.104895104895105,0.10588235294117654,-0.009586056644880103,0.17510176390773413,-0.005897013663269335,-0.015033696215655756,0.16135357368753955,0.004807692307692291,0.040149247930350906,0.051724137931034475,0.1425818882466281,,,0.12363636363636354,-0.08333333333333337,0.0948741007194247,-0.035260930888575515,0.0,0.09982384028185542,0.06587661205995143,0.07615894039735105,0.07037037037037042,0.09375,0.08748050474975178,0.09727626459143979,0.17266187050359716,0.1071428571428572,0.05110710607621005,0.12724820143884896,0.1293103448275863,0.06547619047619024,0.0,0.023622047244094446,0.022467380149538307,0.06760909649661961,0.020661329330331046,0.00807811565032912,0.009661835748792313,-0.008655488278217605,0.003660741851541527,0.009212209956440898,0.040000000000000036,-0.010921921438297066,0.09708737864077666,0.009936124911284594,0.03847915712322503,-0.02840909090909083,0.05343672151854317,0.04755114353096035,0.012624303547499993,0.016065928577374544,0.08711884528867775,0.10679611650485432,0.08062173155142349,0.09124767225325892,0.007509386733416612,0.04994814127408698,0.08414329352957517,0.024064171122994527,0.01840442801541209,0.05728105906313652,0.06164741091314019,0.07237503426848213,0.042825942455607224,-0.004430324404675057,0.07389617587289865,0.07292393579902301,0.07603272799840366,0.010180760440473557,0.06131983648043615,0.016075865916121534,0.03673975463325507,0.023079602856645343,0.022597977243994816,0.06896551724137923,0.01663926340019728,0.03400771995208318,0.006491633006347364,0.058644067796610244,0.06108304945377663,0.05640462720594441,0.026369168356997985,0.12227074235807844,0.019544147406539425,0.060119320789353115,0.10948275862068968,0.07229522457762916,0.04496171516079639,0.0019391282353933281
